"code NSF";"code scolarité";"sigle type formation";"libellé type formation";"libellé formation principal";"sigle formation";durée;"niveau de sortie indicatif";"code RNCP";"niveau de certification";"libellé niveau de certification";tutelle;"URL et ID Onisep";domaine/sous-domaine
123;13512305;;master;"master mention démographie";;"2 ans";"Bac + 5";;1;"niveau 7 (bac + 5)";"Ministère de l'Enseignement supérieur, de la Recherche et de l'Innovation";https://www.onisep.fr/http/redirection/formation/slug/FOR.5166;"histoire-géographie, psychologie, sociologie/sciences sociales"
124;;;master;"master mention psychologie : psychopathologie clinique psychanalytique";;"2 ans";"Bac + 5";34102;1;"niveau 7 (bac + 5)";"Ministère de l'Enseignement supérieur, de la Recherche et de l'Innovation";https://www.onisep.fr/http/redirection/formation/slug/FOR.5206;"histoire-géographie, psychologie, sociologie/psychologie"
124;;;master;"master mention psychologie clinique, psychopathologie et psychologie de la santé";;"2 ans";"Bac + 5";32138;1;"niveau 7 (bac + 5)";"Ministère de l'Enseignement supérieur, de la Recherche et de l'Innovation";https://www.onisep.fr/http/redirection/formation/slug/FOR.5207;"histoire-géographie, psychologie, sociologie/psychologie"
125;13512505;;master;"master mention sciences du langage";;"2 ans";"Bac + 5";34217;1;"niveau 7 (bac + 5)";"Ministère de l'Enseignement supérieur, de la Recherche et de l'Innovation";https://www.onisep.fr/http/redirection/formation/slug/FOR.4695;"lettres, langues, enseignement/lettres, linguistique"
126;;;licence;"licence mention histoire-anglais";;"3 ans";"Bac + 3";;2;"niveau 6 (bac + 3)";"Ministère de l'Enseignement supérieur, de la Recherche et de l'Innovation";https://www.onisep.fr/http/redirection/formation/slug/FOR.4902;"histoire-géographie, psychologie, sociologie/histoire | lettres, langues, enseignement/langues"
126;13512607;;master;"master mention archéologie, sciences pour l'archéologie";;"2 ans";"Bac + 5";31490;1;"niveau 7 (bac + 5)";"Ministère de l'Enseignement supérieur, de la Recherche et de l'Innovation";https://www.onisep.fr/http/redirection/formation/slug/FOR.5162;"histoire-géographie, psychologie, sociologie/histoire"
127;;DU;"diplôme d'université";"DU Théologie pratique";;"2 ans";"Bac + 2";;0;"non inscrit au RNCP";"non renseigné";https://www.onisep.fr/http/redirection/formation/slug/FOR.1929;"histoire-géographie, psychologie, sociologie/philosophie"
127;;DU;"diplôme d'université";"DU Doctorat canonique de théologie";;"1 an";"Bac + 8";;0;"non inscrit au RNCP";"non renseigné";https://www.onisep.fr/http/redirection/formation/slug/FOR.3252;"histoire-géographie, psychologie, sociologie/philosophie"
127;;;master;"master mention éthique";;"2 ans";"Bac + 5";34850;1;"niveau 7 (bac + 5)";"Ministère de l'Enseignement supérieur, de la Recherche et de l'Innovation";https://www.onisep.fr/http/redirection/formation/slug/FOR.4650;"histoire-géographie, psychologie, sociologie/philosophie | santé, social, sport/santé (généralités)"
127;;;master;"master mention sciences des religions et sociétés";;"2 ans";"Bac + 5";;1;"niveau 7 (bac + 5)";"Ministère de l'Enseignement supérieur, de la Recherche et de l'Innovation";https://www.onisep.fr/http/redirection/formation/slug/FOR.5036;"histoire-géographie, psychologie, sociologie/philosophie"
128;;;master;"master mention droit comparé";;"2 ans";"Bac + 5";38169;1;"niveau 7 (bac + 5)";"Ministère de l'Enseignement supérieur, de la Recherche et de l'Innovation";https://www.onisep.fr/http/redirection/formation/slug/FOR.9731;"économie, droit, politique/droit (généralités)"
128;13512807;;master;"master mention droit européen";;"2 ans";"Bac + 5";38167;1;"niveau 7 (bac + 5)";"Ministère de l'Enseignement supérieur, de la Recherche et de l'Innovation";https://www.onisep.fr/http/redirection/formation/slug/FOR.9605;"économie, droit, politique/droit international"
128;;;master;"master mention droit des libertés";;"2 ans";"Bac + 5";38205;1;"niveau 7 (bac + 5)";"Ministère de l'Enseignement supérieur, de la Recherche et de l'Innovation";https://www.onisep.fr/http/redirection/formation/slug/FOR.9591;"économie, droit, politique/droit (généralités)"
128;;;"préparation aux concours de la fonction publique";"Préparation aux concours de l'INSP  voie générale";;"1 an";"Bac + 4";;0;"non inscrit au RNCP";"non renseigné";https://www.onisep.fr/http/redirection/formation/slug/FOR.8017;"économie, droit, politique/sciences politiques"
128;;;magistère;"magistère droit public appliqué";;"3 ans";"Bac + 5";;0;"non inscrit au RNCP";"non renseigné";https://www.onisep.fr/http/redirection/formation/slug/FOR.8438;"économie, droit, politique/droit public"
128;;;"formation d'école spécialisée";"Sciences sociales et économiques spécialité géopolitique et sécurité internationale (master d'établissement)";;"2 ans";"Bac + 5";;0;"non inscrit au RNCP";"non renseigné";https://www.onisep.fr/http/redirection/formation/slug/FOR.5508;"économie, droit, politique/sciences politiques | armée, sécurité/sécurité, prévention"
128;;;"formation d'école spécialisée";"Programme 3 ans bachelor double compétence droit-anglais";;"3 ans";"Bac + 3";;0;"non inscrit au RNCP";"non renseigné";https://www.onisep.fr/http/redirection/formation/slug/FOR.9259;"économie, droit, politique/droit (généralités)"
"314 | 128";;;"formation d'école spécialisée";"Programme 3 ans bachelor double compétence droit-gestion";;"3 ans";"Bac + 3";;0;"non inscrit au RNCP";"non renseigné";https://www.onisep.fr/http/redirection/formation/slug/FOR.9262;"gestion des entreprises, comptabilité/administration de l'entreprise | gestion des entreprises, comptabilité/comptabilité | économie, droit, politique/droit (généralités) | banque, assurances, immobilier/finances | commerce, marketing, vente/marketing, vente"
128;13512011;;master;"master mention relations internationales";;"2 ans";"Bac + 5";38178;1;"niveau 7 (bac + 5)";"Ministère de l'Enseignement supérieur, de la Recherche et de l'Innovation";https://www.onisep.fr/http/redirection/formation/slug/FOR.9728;"économie, droit, politique/droit international | lettres, langues, enseignement/langues | économie, droit, politique/sciences économiques | économie, droit, politique/sciences politiques"
128;1351281R;;master;"master mention droit des assurances";;"2 ans";"Bac + 5";38164;1;"niveau 7 (bac + 5)";"Ministère de l'Enseignement supérieur, de la Recherche et de l'Innovation";https://www.onisep.fr/http/redirection/formation/slug/FOR.9732;"économie, droit, politique/droit appliqué"
128;16X12806;"mastère spé.";"mastère spécialisé";"mastère spé. Juriste Manager des affaires";;"1 an";"Bac + 6";37289;1;"niveau 7 (bac + 5)";"non renseigné";https://www.onisep.fr/http/redirection/formation/slug/FOR.9698;"gestion des entreprises, comptabilité/administration de l'entreprise | économie, droit, politique/droit privé"
128;;;"formation d'école spécialisée";"Examen d'aptitude à la profession de commissaire de justice";;"2 ans";"Bac + 7";;0;"non inscrit au RNCP";"Ministère de la Justice";https://www.onisep.fr/http/redirection/formation/slug/FOR.250;"économie, droit, politique/activité judiciaire | économie, droit, politique/droit (généralités)"
128;;;"licence professionnelle";"licence pro mention activités juridiques : métiers du droit de l'environnement";;"1 an";"Bac + 3";;2;"niveau 6 (bac + 3)";"Ministère de l'Enseignement supérieur, de la Recherche et de l'Innovation";https://www.onisep.fr/http/redirection/formation/slug/FOR.4910;"économie, droit, politique/droit appliqué"
128;;"mastère spé.";"mastère spécialisé";"mastère spé. Droit et management international";;"1 an";"Bac + 6";;0;"non inscrit au RNCP";"non renseigné";https://www.onisep.fr/http/redirection/formation/slug/FOR.1102;"gestion des entreprises, comptabilité/administration de l'entreprise | économie, droit, politique/droit (généralités) | économie, droit, politique/droit international | économie, droit, politique/droit privé"
128;;DU;"diplôme d'université";"DU Transfrontalier de droit international humanitaire";;"1 an";"Bac + 4";;0;"non inscrit au RNCP";"non renseigné";https://www.onisep.fr/http/redirection/formation/slug/FOR.3122;"économie, droit, politique/droit international | santé, social, sport/travail social"
128;;;"formation d'école spécialisée";"Diplôme d'études supérieures en science politique et management public";;"1 an";"Bac + 3";;0;"non inscrit au RNCP";"non renseigné";https://www.onisep.fr/http/redirection/formation/slug/FOR.4224;"gestion des entreprises, comptabilité/administration de l'entreprise | économie, droit, politique/sciences politiques"
128;;;licence;"licence mention études politiques";;"3 ans";"Bac + 3";;2;"niveau 6 (bac + 3)";"Ministère de l'Enseignement supérieur, de la Recherche et de l'Innovation";https://www.onisep.fr/http/redirection/formation/slug/FOR.4877;"économie, droit, politique/sciences politiques"
128;;;"préparation aux concours de la fonction publique";"Préparation au concours de greffier des services judiciaires";;"1 an";"Bac ou équivalent";;0;"non inscrit au RNCP";"Ministère de la Justice";https://www.onisep.fr/http/redirection/formation/slug/FOR.2363;"économie, droit, politique/activité judiciaire | économie, droit, politique/droit (généralités)"
128;;DU;"diplôme d'université";"DU Clinique juridique - justice, procès et procédure";;"1 an";"Bac + 3";;0;"non inscrit au RNCP";"non renseigné";https://www.onisep.fr/http/redirection/formation/slug/FOR.1460;"économie, droit, politique/activité judiciaire"
128;13534006;;master;"master mention géopolitique";;"2 ans";"Bac + 5";35046;1;"niveau 7 (bac + 5)";"Ministère de l'Enseignement supérieur, de la Recherche et de l'Innovation";https://www.onisep.fr/http/redirection/formation/slug/FOR.5190;"économie, droit, politique/sciences politiques"
128;15512803;;"diplôme d'institut d'études politiques";"Diplôme de l'Institut d'études politiques de Paris";IEP;"5 ans";"Bac + 5";34024;1;"niveau 7 (bac + 5)";"Ministère de l'Enseignement supérieur, de la Recherche et de l'Innovation";https://www.onisep.fr/http/redirection/formation/slug/FOR.3321;"gestion des entreprises, comptabilité/administration de l'entreprise | économie, droit, politique/droit (généralités) | banque, assurances, immobilier/finances | information-communication, audiovisuel/journalisme, édition, publicité | commerce, marketing, vente/marketing, vente | gestion des entreprises, comptabilité/ressources humaines | économie, droit, politique/sciences économiques | économie, droit, politique/sciences politiques | environnement, énergies, propreté/urbanisme"
128;;;magistère;"magistère Droit des activités économiques";;"3 ans";"Bac + 5";;0;"non inscrit au RNCP";"non renseigné";https://www.onisep.fr/http/redirection/formation/slug/FOR.3536;"économie, droit, politique/droit privé"
128;15512803;;"diplôme d'institut d'études politiques";"Diplôme de l'Institut d'études politiques d'Aix-en-Provence";IEP;"5 ans";"Bac + 5";34024;1;"niveau 7 (bac + 5)";"Ministère de l'Enseignement supérieur, de la Recherche et de l'Innovation";https://www.onisep.fr/http/redirection/formation/slug/FOR.1949;"arts, culture, artisanat/activités culturelles | information-communication, audiovisuel/communication | économie, droit, politique/droit (généralités) | économie, droit, politique/sciences économiques | économie, droit, politique/sciences politiques"
128;15512803;;"diplôme d'institut d'études politiques";"Diplôme de l'Institut d'études politiques de Toulouse";IEP;"5 ans";"Bac + 5";34024;1;"niveau 7 (bac + 5)";"Ministère de l'Enseignement supérieur, de la Recherche et de l'Innovation";https://www.onisep.fr/http/redirection/formation/slug/FOR.2030;"information-communication, audiovisuel/communication | économie, droit, politique/droit (généralités) | information-communication, audiovisuel/journalisme, édition, publicité | commerce, marketing, vente/marketing, vente | information-communication, audiovisuel/multimédia | économie, droit, politique/sciences économiques | économie, droit, politique/sciences politiques | hôtellerie-restauration, tourisme/tourisme"
128;;;"licence professionnelle";"licence pro mention métiers de la protection juridique des personnes vulnérables";;"1 an";"Bac + 3";38659;2;"niveau 6 (bac + 3)";"Ministère de l'Enseignement supérieur, de la Recherche et de l'Innovation";https://www.onisep.fr/http/redirection/formation/slug/FOR.4870;"économie, droit, politique/droit (généralités) | économie, droit, politique/droit social | santé, social, sport/travail social"
128;1351281Y;;master;"master mention droit de la santé";;"2 ans";"Bac + 5";38194;1;"niveau 7 (bac + 5)";"Ministère de l'Enseignement supérieur, de la Recherche et de l'Innovation";https://www.onisep.fr/http/redirection/formation/slug/FOR.9608;"économie, droit, politique/droit appliqué"
128;25012814;;"licence professionnelle";"licence pro mention activités juridiques : marchés publics - métiers de l'achat public";;"1 an";"Bac + 3";30218;2;"niveau 6 (bac + 3)";"Ministère de l'Enseignement supérieur, de la Recherche et de l'Innovation";https://www.onisep.fr/http/redirection/formation/slug/FOR.4940;"économie, droit, politique/droit privé"
128;25012811;;"licence professionnelle";"licence pro mention activités juridiques : métiers du droit privé";;"1 an";"Bac + 3";30039;2;"niveau 6 (bac + 3)";"Ministère de l'Enseignement supérieur, de la Recherche et de l'Innovation";https://www.onisep.fr/http/redirection/formation/slug/FOR.4914;"économie, droit, politique/droit privé"
128;25012806;;"licence professionnelle";"licence pro mention activités juridiques : assistant juridique";;"1 an";"Bac + 3";30035;2;"niveau 6 (bac + 3)";"Ministère de l'Enseignement supérieur, de la Recherche et de l'Innovation";https://www.onisep.fr/http/redirection/formation/slug/FOR.4938;"économie, droit, politique/droit (généralités) | gestion des entreprises, comptabilité/secrétariat"
128;25012815;;"licence professionnelle";"licence pro mention métiers des administrations et collectivités territoriales";;"1 an";"Bac + 3";30137;2;"niveau 6 (bac + 3)";"Ministère de l'Enseignement supérieur, de la Recherche et de l'Innovation";https://www.onisep.fr/http/redirection/formation/slug/FOR.4805;"économie, droit, politique/sciences politiques"
130;;;"formation d'école spécialisée";"Bachelor of fine arts";;"4 ans";"Bac + 4";;0;"non inscrit au RNCP";"non renseigné";https://www.onisep.fr/http/redirection/formation/slug/FOR.3621;"arts, culture, artisanat/arts graphiques | arts, culture, artisanat/arts plastiques | information-communication, audiovisuel/audiovisuel | histoire-géographie, psychologie, sociologie/histoire | arts, culture, artisanat/histoire de l'art"
130;;;"formation d'école spécialisée";"Diplôme de fin d'études secondaires des métiers d'art";DFESMA;"3 ans";"Bac ou équivalent";;0;"non inscrit au RNCP";"non renseigné";https://www.onisep.fr/http/redirection/formation/slug/FOR.2531;"arts, culture, artisanat/artisanat d'art"
130;;CPGE;"classe préparatoire littéraire et artistique";"Classe préparatoire de lettres et sciences humaines (2e année ENS Lyon) option Cinéma et audiovisuel";;"1 an";"Bac + 2";;0;"non inscrit au RNCP";"Ministère de l'Enseignement supérieur, de la Recherche et de l'Innovation";https://www.onisep.fr/http/redirection/formation/slug/FOR.5790;"information-communication, audiovisuel/audiovisuel | lettres, langues, enseignement/lettres, linguistique"
130;;CPGE;"classe préparatoire littéraire et artistique";"Classe préparatoire de lettres et sciences sociales (B/L, 1re année)";;"1 an";"Bac + 1";;0;"non inscrit au RNCP";"Ministère de l'Enseignement supérieur, de la Recherche et de l'Innovation";https://www.onisep.fr/http/redirection/formation/slug/FOR.1472;"lettres, langues, enseignement/lettres, linguistique"
130;;CPGE;"classe préparatoire littéraire et artistique";"Classe préparatoire de lettres et sciences humaines (2e année ENS Lyon) option Théâtre";;"1 an";"Bac + 2";;0;"non inscrit au RNCP";"Ministère de l'Enseignement supérieur, de la Recherche et de l'Innovation";https://www.onisep.fr/http/redirection/formation/slug/FOR.5778;"arts, culture, artisanat/arts du spectacle | lettres, langues, enseignement/lettres, linguistique"
130;;CPGE;"classe préparatoire littéraire et artistique";"Classe préparatoire de lettres (2e année ENS Ulm) Allemand";;"1 an";"Bac + 2";;0;"non inscrit au RNCP";"Ministère de l'Enseignement supérieur, de la Recherche et de l'Innovation";https://www.onisep.fr/http/redirection/formation/slug/FOR.5925;"lettres, langues, enseignement/langues | lettres, langues, enseignement/lettres, linguistique"
130;;CPGE;"classe préparatoire littéraire et artistique";"Classe préparatoire de lettres et sciences humaines (2e année ENS Lyon) Espagnol";;"1 an";"Bac + 2";;0;"non inscrit au RNCP";"Ministère de l'Enseignement supérieur, de la Recherche et de l'Innovation";https://www.onisep.fr/http/redirection/formation/slug/FOR.5344;"lettres, langues, enseignement/langues | lettres, langues, enseignement/lettres, linguistique"
130;;CPGE;"classe préparatoire littéraire et artistique";"Classe préparatoire de lettres (1re année) avec préparation à l'option arts plastiques";;"1 an";"Bac + 1";;0;"non inscrit au RNCP";"Ministère de l'Enseignement supérieur, de la Recherche et de l'Innovation";https://www.onisep.fr/http/redirection/formation/slug/FOR.790;"arts, culture, artisanat/arts plastiques | lettres, langues, enseignement/lettres, linguistique"
130;;CPGE;"classe préparatoire littéraire et artistique";"Classe préparatoire à l'école nationale des Chartes (2e année)";;"1 an";"Bac + 2";;0;"non inscrit au RNCP";"Ministère de l'Enseignement supérieur, de la Recherche et de l'Innovation";https://www.onisep.fr/http/redirection/formation/slug/FOR.1475;"histoire-géographie, psychologie, sociologie/histoire | lettres, langues, enseignement/lettres, linguistique"
130;;CPGE;"classe préparatoire littéraire et artistique";"Classe préparatoire de lettres (2e année ENS Ulm) Histoire des arts";;"1 an";"Bac + 2";;0;"non inscrit au RNCP";"Ministère de l'Enseignement supérieur, de la Recherche et de l'Innovation";https://www.onisep.fr/http/redirection/formation/slug/FOR.5775;"histoire-géographie, psychologie, sociologie/histoire | arts, culture, artisanat/histoire de l'art | lettres, langues, enseignement/lettres, linguistique"
130;;CPGE;"classe préparatoire littéraire et artistique";"Classe préparatoire de lettres (2e année ENS Ulm) Lettres classiques";;"1 an";"Bac + 2";;0;"non inscrit au RNCP";"Ministère de l'Enseignement supérieur, de la Recherche et de l'Innovation";https://www.onisep.fr/http/redirection/formation/slug/FOR.5283;"lettres, langues, enseignement/lettres, linguistique"
130;;CPGE;"classe préparatoire littéraire et artistique";"Classe préparatoire de lettres et sciences humaines (2e année ENS Lyon) Arabe";;"1 an";"Bac + 2";;0;"non inscrit au RNCP";"Ministère de l'Enseignement supérieur, de la Recherche et de l'Innovation";https://www.onisep.fr/http/redirection/formation/slug/FOR.5347;"lettres, langues, enseignement/langues | lettres, langues, enseignement/lettres, linguistique"
130;;CPGE;"classe préparatoire littéraire et artistique";"Classe préparatoire ENS Paris-Saclay 2e année section E langue étrangère (anglais)";;"1 an";"Bac + 2";;0;"non inscrit au RNCP";"Ministère de l'Enseignement supérieur, de la Recherche et de l'Innovation";https://www.onisep.fr/http/redirection/formation/slug/FOR.411;"lettres, langues, enseignement/langues"
130;;CPGE;"classe préparatoire littéraire et artistique";"Classe préparatoire de lettres et sciences sociales (B/L, 2e année)";;"1 an";"Bac + 2";;0;"non inscrit au RNCP";"Ministère de l'Enseignement supérieur, de la Recherche et de l'Innovation";https://www.onisep.fr/http/redirection/formation/slug/FOR.3313;"lettres, langues, enseignement/lettres, linguistique"
130;13513005;;master;"master mention arts, lettres et civilisations";;"2 ans";"Bac + 5";34430;1;"niveau 7 (bac + 5)";"Ministère de l'Enseignement supérieur, de la Recherche et de l'Innovation";https://www.onisep.fr/http/redirection/formation/slug/FOR.5123;"lettres, langues, enseignement/lettres, linguistique"
130;13513007;;master;"master mention lettres";;"2 ans";"Bac + 5";34268;1;"niveau 7 (bac + 5)";"Ministère de l'Enseignement supérieur, de la Recherche et de l'Innovation";https://www.onisep.fr/http/redirection/formation/slug/FOR.4648;"lettres, langues, enseignement/lettres, linguistique"
131;;;master;"master mention création littéraire";;"2 ans";"Bac + 5";34434;1;"niveau 7 (bac + 5)";"Ministère de l'Enseignement supérieur, de la Recherche et de l'Innovation";https://www.onisep.fr/http/redirection/formation/slug/FOR.4690;"information-communication, audiovisuel/journalisme, édition, publicité | lettres, langues, enseignement/lettres, linguistique"
131;;DU;"diplôme d'université";"DU Diplôme universitaire de français langue étrangère et de spécialité (niveau licence)";;"1 an";"Bac + 1";;0;"non inscrit au RNCP";"non renseigné";https://www.onisep.fr/http/redirection/formation/slug/FOR.3783;"lettres, langues, enseignement/langues"
131;;DU;"diplôme d'université";"DU Préparation aux formations scientifiques et technologiques des IUT français (pour étudiants non francophones)";;"1 an";"Bac + 1";;0;"non inscrit au RNCP";"non renseigné";https://www.onisep.fr/http/redirection/formation/slug/FOR.3782;"lettres, langues, enseignement/langues"
131;13512504;;master;"master mention didactique des langues";;"2 ans";"Bac + 5";34841;1;"niveau 7 (bac + 5)";"Ministère de l'Enseignement supérieur, de la Recherche et de l'Innovation";https://www.onisep.fr/http/redirection/formation/slug/FOR.4707;"lettres, langues, enseignement/enseignement | lettres, langues, enseignement/langues | lettres, langues, enseignement/lettres, linguistique"
132;;;"formation d'école spécialisée";"année préparatoire dessinateur de bande dessinée - Illustrateur - Concept Artist";;"1 an";"Bac ou équivalent";;0;"non inscrit au RNCP";"non renseigné";https://www.onisep.fr/http/redirection/formation/slug/FOR.9280;"arts, culture, artisanat/arts graphiques | arts, culture, artisanat/arts plastiques"
132;;;"formation d'école spécialisée";"Bachelor art et image";;"3 ans";"Bac + 3";;0;"non inscrit au RNCP";"non renseigné";https://www.onisep.fr/http/redirection/formation/slug/FOR.9903;"arts, culture, artisanat/arts appliqués | arts, culture, artisanat/arts plastiques"
"230 | 132 | 233";26X23003;;"formation d'école spécialisée";"chef de projet design d'espace et produit";;"3 ans";"Bac + 3";37842;2;"niveau 6 (bac + 3)";"non renseigné";https://www.onisep.fr/http/redirection/formation/slug/FOR.9178;"arts, culture, artisanat/arts appliqués | arts, culture, artisanat/arts graphiques"
132;;;"formation d'école spécialisée";"certificat de dessinateur de storyboard et de layout";;"2 ans";"Bac + 2";;0;"non inscrit au RNCP";"non renseigné";https://www.onisep.fr/http/redirection/formation/slug/FOR.6828;"arts, culture, artisanat/arts graphiques | arts, culture, artisanat/arts plastiques"
132;;DNA;"diplôme national d'art";"DNA option communication";;"3 ans";"Bac + 3";37226;2;"niveau 6 (bac + 3)";"Ministère de la Culture et de la communication";https://www.onisep.fr/http/redirection/formation/slug/FOR.6254;"arts, culture, artisanat/arts graphiques | information-communication, audiovisuel/journalisme, édition, publicité | information-communication, audiovisuel/multimédia"
132;16513201;DNSEP;"diplôme national supérieur d'expression plastique";"DNSEP option art";;"2 ans";"Bac + 5";36752;1;"niveau 7 (bac + 5)";"Ministère de la Culture et de la communication";https://www.onisep.fr/http/redirection/formation/slug/FOR.5315;"arts, culture, artisanat/arts graphiques | arts, culture, artisanat/arts plastiques | information-communication, audiovisuel/multimédia"
132;;;licence;"licence mention arts plastiques";;"3 ans";"Bac + 3";24470;2;"niveau 6 (bac + 3)";"Ministère de l'Enseignement supérieur, de la Recherche et de l'Innovation";https://www.onisep.fr/http/redirection/formation/slug/FOR.4670;"arts, culture, artisanat/arts plastiques"
133;26013301;DNSP;"diplôme national supérieur professionnel";"diplôme national supérieur professionnel d'artiste de cirque";DNSP;"3 ans";"Bac + 3";37296;2;"niveau 6 (bac + 3)";"Ministère de la Culture et de la communication";https://www.onisep.fr/http/redirection/formation/slug/FOR.7863;"arts, culture, artisanat/arts du spectacle"
133;;;"formation d'école spécialisée";"Diplôme supérieur d'écriture musicale et de musicologie du CNSMD de Paris";;"5 ans";"Bac + 5";36801;1;"niveau 7 (bac + 5)";"Ministère de la Culture et de la communication";https://www.onisep.fr/http/redirection/formation/slug/FOR.4549;"arts, culture, artisanat/arts du spectacle"
133;;;"formation d'école spécialisée";"Animation 2D";;"2 ans";"Bac + 5";;0;"non inscrit au RNCP";"non renseigné";https://www.onisep.fr/http/redirection/formation/slug/FOR.984;"arts, culture, artisanat/arts graphiques"
133;;;"formation d'école spécialisée";"artiste musicien des musiques actuelles";;"1 an";"Bac + 2";37768;3;"niveau 5 (bac + 2)";"non renseigné";https://www.onisep.fr/http/redirection/formation/slug/FOR.9230;"arts, culture, artisanat/arts du spectacle"
133;;;"formation d'école spécialisée";"mime corporel et dramatique";;"3 ans";"non renseigné";;0;"non inscrit au RNCP";"non renseigné";https://www.onisep.fr/http/redirection/formation/slug/FOR.8647;"arts, culture, artisanat/arts du spectacle"
234;32023412;BTS;"brevet de technicien supérieur";"BTS systèmes constructifs bois et habitat";SCBH;"2 ans";"Bac + 2";38578;3;"niveau 5 (bac + 2)";"Ministère de l'Enseignement supérieur, de la Recherche et de l'Innovation";https://www.onisep.fr/http/redirection/formation/slug/FOR.276;"matières premières, fabrication, industries/bois | construction, architecture, travaux publics/charpente, couverture | construction, architecture, travaux publics/génie civil, construction (généralités)"
234;46T23401;TP;"titre professionnel";"TP technicien d'études en construction bois";;"2 ans";"Bac ou équivalent";35181;4;"niveau 4 (bac ou équivalent)";"Ministère du travail, de l'emploi et du dialogue social";https://www.onisep.fr/http/redirection/formation/slug/FOR.4382;"matières premières, fabrication, industries/bois | construction, architecture, travaux publics/bureau d'études BTP | construction, architecture, travaux publics/charpente, couverture | construction, architecture, travaux publics/menuiserie"
234;50023420;CAP;"certificat d'aptitude professionnelle";"CAP Cannage paillage en ameublement";;"2 ans";"CAP ou équivalent";534;5;"niveau 3 (niveau CAP)";"Ministère chargé de l'Éducation nationale et de la Jeunesse";https://www.onisep.fr/http/redirection/formation/slug/FOR.687;"construction, architecture, travaux publics/ameublement | arts, culture, artisanat/artisanat d'art | matières premières, fabrication, industries/matériaux"
234;50023443;CAP;"certificat d'aptitude professionnelle";"CAP Conducteur-opérateur de scierie";;"2 ans";"CAP ou équivalent";37304;5;"niveau 3 (niveau CAP)";"Ministère chargé de l'Éducation nationale et de la Jeunesse";https://www.onisep.fr/http/redirection/formation/slug/FOR.2135;"matières premières, fabrication, industries/bois"
234;40023405;;"baccalauréat professionnel";"bac pro technicien menuisier-agenceur";;"3 ans";"Bac ou équivalent";37917;4;"niveau 4 (bac ou équivalent)";"Ministère chargé de l'Éducation nationale et de la Jeunesse";https://www.onisep.fr/http/redirection/formation/slug/FOR.3119;"construction, architecture, travaux publics/agencement | matières premières, fabrication, industries/bois | construction, architecture, travaux publics/génie civil, construction (généralités) | construction, architecture, travaux publics/menuiserie"
234;50023438;CAP;"certificat d'aptitude professionnelle";"CAP Vannerie";;"2 ans";"CAP ou équivalent";37899;5;"niveau 3 (niveau CAP)";"Ministère chargé de l'Éducation nationale et de la Jeunesse";https://www.onisep.fr/http/redirection/formation/slug/FOR.1136;"arts, culture, artisanat/artisanat d'art"
234;;;"formation d'école spécialisée";Ébéniste;;"1 an";"Bac ou équivalent";34404;4;"niveau 4 (bac ou équivalent)";"non renseigné";https://www.onisep.fr/http/redirection/formation/slug/FOR.362;"arts, culture, artisanat/artisanat d'art | arts, culture, artisanat/restauration d'art"
234;32123412;DMA;"diplôme des métiers d'art";"DMA Facture instrumentale option guitare";;"2 ans";"Bac + 2";6899;3;"niveau 5 (bac + 2)";"Ministère de l'Enseignement supérieur, de la Recherche et de l'Innovation";https://www.onisep.fr/http/redirection/formation/slug/FOR.6146;"arts, culture, artisanat/artisanat d'art"
234;50023449;CAP;"certificat d'aptitude professionnelle";"CAP Menuisier installateur";;"2 ans";"CAP ou équivalent";35974;5;"niveau 3 (niveau CAP)";"Ministère chargé de l'Éducation nationale et de la Jeunesse";https://www.onisep.fr/http/redirection/formation/slug/FOR.6854;"construction, architecture, travaux publics/agencement | matières premières, fabrication, industries/bois | construction, architecture, travaux publics/menuiserie"
234;50023446;CAP;"certificat d'aptitude professionnelle";"CAP Charpentier bois";;"2 ans";"CAP ou équivalent";35113;5;"niveau 3 (niveau CAP)";"Ministère chargé de l'Éducation nationale et de la Jeunesse";https://www.onisep.fr/http/redirection/formation/slug/FOR.6820;"matières premières, fabrication, industries/bois | construction, architecture, travaux publics/charpente, couverture"
240;1702400A;;"diplôme d'ingénieur";"diplôme d'ingénieur de l'Institut textile et chimique de Lyon";ITECH;"3 ans";"Bac + 5";36971;1;"niveau 7 (bac + 5)";"Ministère de l'Enseignement supérieur, de la Recherche et de l'Innovation";https://www.onisep.fr/http/redirection/formation/slug/FOR.1424;"sciences/chimie | matières premières, fabrication, industries/plasturgie | matières premières, fabrication, industries/textile, habillement"
240;56X24001;;"formation d'école spécialisée";"agent technique en entretien des textiles";;"1 an";"CAP ou équivalent";36126;5;"niveau 3 (niveau CAP)";"non renseigné";https://www.onisep.fr/http/redirection/formation/slug/FOR.8941;"matières premières, fabrication, industries/textile, habillement"
240;40024006;;"baccalauréat professionnel";"bac pro métiers de l'entretien des textiles option B pressing";;"3 ans";"Bac ou équivalent";35807;4;"niveau 4 (bac ou équivalent)";"Ministère chargé de l'Éducation nationale et de la Jeunesse";https://www.onisep.fr/http/redirection/formation/slug/FOR.6853;"environnement, énergies, propreté/propreté | matières premières, fabrication, industries/textile, habillement"
